"date_start","date_end","region","sub_region_1","coverage_type","coverage_cum_percent","coverage_cum_individuals"
"2022-11-20","2022-11-26","ON","Ottawa Public Health","At least one dose",83.4968851972708,914771
"2022-11-20","2022-11-26","ON","Ottawa Public Health","Completed primary series",80.4778312758141,881695
"2022-11-20","2022-11-26","ON","Ottawa Public Health","Completed primary series and 1 booster dose",55.0736371311868,603373
"2022-11-20","2022-11-26","ON","Ottawa Public Health","Completed primary series and 2+ booster doses",27.2503479907811,298548
"2022-11-27","2022-12-03","ON","Ottawa Public Health","At least one dose",83.5262761563562,915093
"2022-11-27","2022-12-03","ON","Ottawa Public Health","Completed primary series",80.5104169043653,882052
"2022-11-27","2022-12-03","ON","Ottawa Public Health","Completed primary series and 1 booster dose",55.1742235812245,604475
"2022-11-27","2022-12-03","ON","Ottawa Public Health","Completed primary series and 2+ booster doses",27.87467768067,305388
"2022-12-04","2022-12-10","ON","Ottawa Public Health","At least one dose",83.5562147730644,915421
"2022-12-04","2022-12-10","ON","Ottawa Public Health","Completed primary series",80.5504871870935,882491
"2022-12-04","2022-12-10","ON","Ottawa Public Health","Completed primary series and 1 booster dose",55.2671428245442,605493
"2022-12-04","2022-12-10","ON","Ottawa Public Health","Completed primary series and 2+ booster doses",28.4228829610022,311394
"2022-12-11","2022-12-17","ON","Ottawa Public Health","At least one dose",83.5846929694453,915733
"2022-12-11","2022-12-17","ON","Ottawa Public Health","Completed primary series",80.5896447071173,882920
"2022-12-11","2022-12-17","ON","Ottawa Public Health","Completed primary series and 1 booster dose",55.3540378340141,606445
"2022-12-11","2022-12-17","ON","Ottawa Public Health","Completed primary series and 2+ booster doses",28.9336649704493,316990
"2022-12-18","2022-12-24","ON","Ottawa Public Health","At least one dose",83.613536270908,916049
"2022-12-18","2022-12-24","ON","Ottawa Public Health","Completed primary series",80.6348264609908,883415
"2022-12-18","2022-12-24","ON","Ottawa Public Health","Completed primary series and 1 booster dose",55.4459530383589,607452
"2022-12-18","2022-12-24","ON","Ottawa Public Health","Completed primary series and 2+ booster doses",29.2833443625493,320821
"2022-12-25","2022-12-31","ON","Ottawa Public Health","At least one dose",83.629509618237,916224
"2022-12-25","2022-12-31","ON","Ottawa Public Health","Completed primary series",80.6538119252447,883623
"2022-12-25","2022-12-31","ON","Ottawa Public Health","Completed primary series and 1 booster dose",55.4945120142391,607984
"2022-12-25","2022-12-31","ON","Ottawa Public Health","Completed primary series and 2+ booster doses",29.4920019168017,323107
"2023-01-01","2023-01-07","ON","Ottawa Public Health","At least one dose",83.6562535654793,916517
"2023-01-01","2023-01-07","ON","Ottawa Public Health","Completed primary series",80.6803733199461,883914
"2023-01-01","2023-01-07","ON","Ottawa Public Health","Completed primary series and 1 booster dose",55.586244666043,608989
"2023-01-01","2023-01-07","ON","Ottawa Public Health","Completed primary series and 2+ booster doses",29.8037103803939,326522
"2023-01-08","2023-01-14","ON","Ottawa Public Health","At least one dose",83.6806243296899,916784
"2023-01-08","2023-01-14","ON","Ottawa Public Health","Completed primary series",80.7101293841134,884240
"2023-01-08","2023-01-14","ON","Ottawa Public Health","Completed primary series and 1 booster dose",55.6543367637998,609735
"2023-01-08","2023-01-14","ON","Ottawa Public Health","Completed primary series and 2+ booster doses",30.0763526002328,329509
"2023-01-15","2023-01-21","ON","Ottawa Public Health","At least one dose",83.6994272414029,916990
"2023-01-15","2023-01-21","ON","Ottawa Public Health","Completed primary series",80.7331310042672,884492
"2023-01-15","2023-01-21","ON","Ottawa Public Health","Completed primary series and 1 booster dose",55.7017091481642,610254
"2023-01-15","2023-01-21","ON","Ottawa Public Health","Completed primary series and 2+ booster doses",30.2596353512995,331517
"2023-01-22","2023-01-28","ON","Ottawa Public Health","At least one dose",83.7117495379139,917125
"2023-01-22","2023-01-28","ON","Ottawa Public Health","Completed primary series",80.7515688108984,884694
"2023-01-22","2023-01-28","ON","Ottawa Public Health","Completed primary series and 1 booster dose",55.7347511580677,610616
"2023-01-22","2023-01-28","ON","Ottawa Public Health","Completed primary series and 2+ booster doses",30.3882436163658,332926
"2023-01-29","2023-02-04","ON","Ottawa Public Health","At least one dose",83.7219724802045,917237
"2023-01-29","2023-02-04","ON","Ottawa Public Health","Completed primary series",80.7647125938434,884838
"2023-01-29","2023-02-04","ON","Ottawa Public Health","Completed primary series and 1 booster dose",55.7585742646556,610877
"2023-01-29","2023-02-04","ON","Ottawa Public Health","Completed primary series and 2+ booster doses",30.4819843461196,333953
"2023-02-05","2023-02-11","ON","Ottawa Public Health","At least one dose",83.7326518038473,917354
"2023-02-05","2023-02-11","ON","Ottawa Public Health","Completed primary series",80.7782214818702,884986
"2023-02-05","2023-02-11","ON","Ottawa Public Health","Completed primary series and 1 booster dose",55.7801154644821,611113
"2023-02-05","2023-02-11","ON","Ottawa Public Health","Completed primary series and 2+ booster doses",30.5598430048148,334806
"2023-02-12","2023-02-18","ON","Ottawa Public Health","At least one dose",83.7425096410561,917462
"2023-02-12","2023-02-18","ON","Ottawa Public Health","Completed primary series",80.7943773817402,885163
"2023-02-12","2023-02-18","ON","Ottawa Public Health","Completed primary series and 1 booster dose",55.8050338863154,611386
"2023-02-12","2023-02-18","ON","Ottawa Public Health","Completed primary series and 2+ booster doses",30.6392533601077,335676
"2023-02-19","2023-02-25","ON","Ottawa Public Health","At least one dose",83.7509070579376,917554
"2023-02-19","2023-02-25","ON","Ottawa Public Health","Completed primary series",80.8192958035735,885436
"2023-02-19","2023-02-25","ON","Ottawa Public Health","Completed primary series and 1 booster dose",55.8228327590535,611581
"2023-02-19","2023-02-25","ON","Ottawa Public Health","Completed primary series and 2+ booster doses",30.7041507883988,336387
"2023-02-26","2023-03-04","ON","Ottawa Public Health","At least one dose",83.7598521324419,917652
"2023-02-26","2023-03-04","ON","Ottawa Public Health","Completed primary series",80.8557150354837,885835
"2023-02-26","2023-03-04","ON","Ottawa Public Health","Completed primary series and 1 booster dose",55.8410880131438,611781
"2023-02-26","2023-03-04","ON","Ottawa Public Health","Completed primary series and 2+ booster doses",30.7652146133309,337056
"2023-03-05","2023-03-11","ON","Ottawa Public Health","At least one dose",83.7672455103484,917733
"2023-03-05","2023-03-11","ON","Ottawa Public Health","Completed primary series",80.8710494489195,886003
"2023-03-05","2023-03-11","ON","Ottawa Public Health","Completed primary series and 1 booster dose",55.8543230723593,611926
"2023-03-05","2023-03-11","ON","Ottawa Public Health","Completed primary series and 2+ booster doses",30.8120393400726,337569
"2023-03-12","2023-03-18","ON","Ottawa Public Health","At least one dose",83.77564292723,917825
"2023-03-12","2023-03-18","ON","Ottawa Public Health","Completed primary series",80.881454943751,886117
"2023-03-12","2023-03-18","ON","Ottawa Public Health","Completed primary series and 1 booster dose",55.8700225908769,612098
"2023-03-12","2023-03-18","ON","Ottawa Public Health","Completed primary series and 2+ booster doses",30.8619674600096,338116
"2023-03-19","2023-03-25","ON","Ottawa Public Health","At least one dose",83.7834014102184,917910
"2023-03-19","2023-03-25","ON","Ottawa Public Health","Completed primary series",80.8921342673938,886234
"2023-03-19","2023-03-25","ON","Ottawa Public Health","Completed primary series and 1 booster dose",55.8807931907902,612216
"2023-03-19","2023-03-25","ON","Ottawa Public Health","Completed primary series and 2+ booster doses",30.8967437190516,338497
"2023-03-26","2023-04-01","ON","Ottawa Public Health","At least one dose",83.7894256440682,917976
"2023-03-26","2023-04-01","ON","Ottawa Public Health","Completed primary series",80.898432330055,886303
"2023-03-26","2023-04-01","ON","Ottawa Public Health","Completed primary series and 1 booster dose",55.8894644364831,612311
"2023-03-26","2023-04-01","ON","Ottawa Public Health","Completed primary series and 2+ booster doses",30.9250393628916,338807
"2023-04-02","2023-04-08","ON","Ottawa Public Health","At least one dose",83.7955411541884,918043
"2023-04-02","2023-04-08","ON","Ottawa Public Health","Completed primary series",80.9029961435776,886353
"2023-04-02","2023-04-08","ON","Ottawa Public Health","Completed primary series and 1 booster dose",55.8979531296351,612404
"2023-04-02","2023-04-08","ON","Ottawa Public Health","Completed primary series and 2+ booster doses",30.9499577847249,339080
"2023-04-09","2023-04-15","ON","Ottawa Public Health","At least one dose",83.8013828354973,918107
"2023-04-09","2023-04-15","ON","Ottawa Public Health","Completed primary series",80.9122150468932,886454
"2023-04-09","2023-04-15","ON","Ottawa Public Health","Completed primary series and 1 booster dose",55.9069894804098,612503
"2023-04-09","2023-04-15","ON","Ottawa Public Health","Completed primary series and 2+ booster doses",30.9767930082377,339374
"2023-04-16","2023-04-22","ON","Ottawa Public Health","At least one dose",83.8081372795108,918181
"2023-04-16","2023-04-22","ON","Ottawa Public Health","Completed primary series",80.9175090705794,886512
"2023-04-16","2023-04-22","ON","Ottawa Public Health","Completed primary series and 1 booster dose",55.91511306848,612592
"2023-04-16","2023-04-22","ON","Ottawa Public Health","Completed primary series and 2+ booster doses",31.0008899436369,339638
"2023-04-23","2023-04-29","ON","Ottawa Public Health","At least one dose",83.8139789608197,918245
"2023-04-23","2023-04-29","ON","Ottawa Public Health","Completed primary series",80.9228030942656,886570
"2023-04-23","2023-04-29","ON","Ottawa Public Health","Completed primary series and 1 booster dose",55.9215936836821,612663
"2023-04-23","2023-04-29","ON","Ottawa Public Health","Completed primary series and 2+ booster doses",31.0278164434201,339933
"2023-04-30","2023-05-06","ON","Ottawa Public Health","At least one dose",83.8192729845059,918303
"2023-04-30","2023-05-06","ON","Ottawa Public Health","Completed primary series",80.9265454213541,886611
"2023-04-30","2023-05-06","ON","Ottawa Public Health","Completed primary series and 1 booster dose",55.9287132327773,612741
"2023-04-30","2023-05-06","ON","Ottawa Public Health","Completed primary series and 2+ booster doses",31.0512744449262,340190
"2023-05-07","2023-05-13","ON","Ottawa Public Health","At least one dose",83.823745521758,918352
"2023-05-07","2023-05-13","ON","Ottawa Public Health","Completed primary series",80.9302877484426,886652
"2023-05-07","2023-05-13","ON","Ottawa Public Health","Completed primary series and 1 booster dose",55.9345549140862,612805
"2023-05-07","2023-05-13","ON","Ottawa Public Health","Completed primary series and 2+ booster doses",31.0740935125391,340440
"2023-05-14","2023-05-20","ON","Ottawa Public Health","At least one dose",83.8280355064692,918399
"2023-05-14","2023-05-20","ON","Ottawa Public Health","Completed primary series",80.9356730483992,886711
"2023-05-14","2023-05-20","ON","Ottawa Public Health","Completed primary series and 1 booster dose",55.9401227665838,612866
"2023-05-14","2023-05-20","ON","Ottawa Public Health","Completed primary series and 2+ booster doses",31.0937179106862,340655
"2023-05-21","2023-05-27","ON","Ottawa Public Health","At least one dose",83.8325080437213,918448
"2023-05-21","2023-05-27","ON","Ottawa Public Health","Completed primary series",80.9401455856514,886760
"2023-05-21","2023-05-27","ON","Ottawa Public Health","Completed primary series and 1 booster dose",55.9460557241631,612931
"2023-05-21","2023-05-27","ON","Ottawa Public Health","Completed primary series and 2+ booster doses",31.1122469935878,340858
"2023-05-28","2023-06-03","ON","Ottawa Public Health","At least one dose",83.8357939894576,918484
"2023-05-28","2023-06-03","ON","Ottawa Public Health","Completed primary series",80.9451657805262,886815
"2023-05-28","2023-06-03","ON","Ottawa Public Health","Completed primary series and 1 booster dose",55.9505282614152,612980
"2023-05-28","2023-06-03","ON","Ottawa Public Health","Completed primary series and 2+ booster doses",31.1306848002191,341060
"2023-06-04","2023-06-10","ON","Ottawa Public Health","At least one dose",83.8400839741688,918531
"2023-06-04","2023-06-10","ON","Ottawa Public Health","Completed primary series",80.9495470415079,886863
"2023-06-04","2023-06-10","ON","Ottawa Public Health","Completed primary series and 1 booster dose",55.9555484562901,613035
"2023-06-04","2023-06-10","ON","Ottawa Public Health","Completed primary series and 2+ booster doses",31.1459279373845,341227
"2023-06-11","2023-06-17","ON","Ottawa Public Health","At least one dose",83.8429135385528,918562
"2023-06-11","2023-06-17","ON","Ottawa Public Health","Completed primary series",80.9541108550305,886913
"2023-06-11","2023-06-17","ON","Ottawa Public Health","Completed primary series and 1 booster dose",55.9614814138694,613100
"2023-06-11","2023-06-17","ON","Ottawa Public Health","Completed primary series and 2+ booster doses",31.1621751135249,341405
"2023-06-18","2023-06-24","ON","Ottawa Public Health","At least one dose",83.8456518266664,918592
"2023-06-18","2023-06-24","ON","Ottawa Public Health","Completed primary series",80.9573968007667,886949
"2023-06-18","2023-06-24","ON","Ottawa Public Health","Completed primary series and 1 booster dose",55.9668667138261,613159
"2023-06-18","2023-06-24","ON","Ottawa Public Health","Completed primary series and 2+ booster doses",31.1752276201994,341548
"2023-06-25","2023-07-01","ON","Ottawa Public Health","At least one dose",83.8486639435913,918625
"2023-06-25","2023-07-01","ON","Ottawa Public Health","Completed primary series",80.960682746503,886985
"2023-06-25","2023-07-01","ON","Ottawa Public Health","Completed primary series and 1 booster dose",55.9715218036191,613210
"2023-06-25","2023-07-01","ON","Ottawa Public Health","Completed primary series and 2+ booster doses",31.1870022590877,341677
"2023-07-02","2023-07-08","ON","Ottawa Public Health","At least one dose",83.8511284028935,918652
"2023-07-02","2023-07-08","ON","Ottawa Public Health","Completed primary series",80.9626908244529,887007
"2023-07-02","2023-07-08","ON","Ottawa Public Health","Completed primary series and 1 booster dose",55.9750815781667,613249
"2023-07-02","2023-07-08","ON","Ottawa Public Health","Completed primary series and 2+ booster doses",31.1968600962965,341785
"2023-07-09","2023-07-15","ON","Ottawa Public Health","At least one dose",83.8541405198184,918685
"2023-07-09","2023-07-15","ON","Ottawa Public Health","Completed primary series",80.9674371905164,887059
"2023-07-09","2023-07-15","ON","Ottawa Public Health","Completed primary series and 1 booster dose",55.9777285900098,613278
"2023-07-09","2023-07-15","ON","Ottawa Public Health","Completed primary series and 2+ booster doses",31.2031581589576,341854
"2023-07-16","2023-07-22","ON","Ottawa Public Health","At least one dose",83.8566049791205,918712
"2023-07-16","2023-07-22","ON","Ottawa Public Health","Completed primary series",80.9699016498186,887086
"2023-07-16","2023-07-22","ON","Ottawa Public Health","Completed primary series and 1 booster dose",55.9811058120165,613315
"2023-07-16","2023-07-22","ON","Ottawa Public Health","Completed primary series and 2+ booster doses",31.2100951555119,341930
"2023-07-23","2023-07-29","ON","Ottawa Public Health","At least one dose",83.8602560299386,918752
"2023-07-23","2023-07-29","ON","Ottawa Public Health","Completed primary series",80.9723661091208,887113
"2023-07-23","2023-07-29","ON","Ottawa Public Health","Completed primary series and 1 booster dose",55.9832964425074,613339
"2023-07-23","2023-07-29","ON","Ottawa Public Health","Completed primary series and 2+ booster doses",31.2162106656322,341997
"2023-07-30","2023-08-05","ON","Ottawa Public Health","At least one dose",83.8638158044862,918791
"2023-07-30","2023-08-05","ON","Ottawa Public Health","Completed primary series",80.9750131209639,887142
"2023-07-30","2023-08-05","ON","Ottawa Public Health","Completed primary series and 1 booster dose",55.9853957967277,613362
"2023-07-30","2023-08-05","ON","Ottawa Public Health","Completed primary series and 2+ booster doses",31.2213221367775,342053
"2023-08-06","2023-08-12","ON","Ottawa Public Health","At least one dose",83.8668279214111,918824
"2023-08-06","2023-08-12","ON","Ottawa Public Health","Completed primary series",80.9768386463729,887162
"2023-08-06","2023-08-12","ON","Ottawa Public Health","Completed primary series and 1 booster dose",55.9865823882436,613375
"2023-08-06","2023-08-12","ON","Ottawa Public Health","Completed primary series and 2+ booster doses",31.2257946740296,342102
"2023-08-13","2023-08-19","ON","Ottawa Public Health","At least one dose",83.8713917349337,918874
"2023-08-13","2023-08-19","ON","Ottawa Public Health","Completed primary series",80.9817675649773,887216
"2023-08-13","2023-08-19","ON","Ottawa Public Health","Completed primary series and 1 booster dose",55.9903247153321,613416
"2023-08-13","2023-08-19","ON","Ottawa Public Health","Completed primary series and 2+ booster doses",31.2366565502134,342221
"2023-08-20","2023-08-26","ON","Ottawa Public Health","At least one dose",83.8753166145631,918917
"2023-08-20","2023-08-26","ON","Ottawa Public Health","Completed primary series",80.9853273395249,887255
"2023-08-20","2023-08-26","ON","Ottawa Public Health","Completed primary series and 1 booster dose",55.9926066220934,613441
"2023-08-20","2023-08-26","ON","Ottawa Public Health","Completed primary series and 2+ booster doses",31.2457841772585,342321
"2023-08-27","2023-09-02","ON","Ottawa Public Health","At least one dose",83.883166373822,919003
"2023-08-27","2023-09-02","ON","Ottawa Public Health","Completed primary series",80.9911690208338,887319
"2023-08-27","2023-09-02","ON","Ottawa Public Health","Completed primary series and 1 booster dose",55.9974442644274,613494
"2023-08-27","2023-09-02","ON","Ottawa Public Health","Completed primary series and 2+ booster doses",31.2585628551217,342461
"2023-09-03","2023-09-09","ON","Ottawa Public Health","At least one dose",83.8865435958287,919040
"2023-09-03","2023-09-09","ON","Ottawa Public Health","Completed primary series",80.9939985852178,887350
"2023-09-03","2023-09-09","ON","Ottawa Public Health","Completed primary series and 1 booster dose",56.0011865915159,613535
"2023-09-03","2023-09-09","ON","Ottawa Public Health","Completed primary series and 2+ booster doses",31.2644958127011,342526
"2023-09-10","2023-09-16","ON","Ottawa Public Health","At least one dose",83.8903771991876,919082
"2023-09-10","2023-09-16","ON","Ottawa Public Health","Completed primary series",80.9969194258723,887382
"2023-09-10","2023-09-16","ON","Ottawa Public Health","Completed primary series and 1 booster dose",56.003833603359,613564
"2023-09-10","2023-09-16","ON","Ottawa Public Health","Completed primary series and 2+ booster doses",31.2736234397463,342626
"2023-09-17","2023-09-23","ON","Ottawa Public Health","At least one dose",83.8935718686535,919117
"2023-09-17","2023-09-23","ON","Ottawa Public Health","Completed primary series",80.9996577139858,887412
"2023-09-17","2023-09-23","ON","Ottawa Public Health","Completed primary series and 1 booster dose",56.0073021016361,613602
"2023-09-17","2023-09-23","ON","Ottawa Public Health","Completed primary series and 2+ booster doses",31.281655751546,342714
"2023-09-24","2023-09-30","ON","Ottawa Public Health","At least one dose",83.896310156767,919147
"2023-09-24","2023-09-30","ON","Ottawa Public Health","Completed primary series",81.0015745156653,887433
"2023-09-24","2023-09-30","ON","Ottawa Public Health","Completed primary series and 1 booster dose",56.0093101795861,613624
"2023-09-24","2023-09-30","ON","Ottawa Public Health","Completed primary series and 2+ booster doses",31.2877712616662,342781
"2023-10-01","2023-10-07","ON","Ottawa Public Health","At least one dose",83.8992309974215,919179
"2023-10-01","2023-10-07","ON","Ottawa Public Health","Completed primary series",81.0046779088606,887467
"2023-10-01","2023-10-07","ON","Ottawa Public Health","Completed primary series and 1 booster dose",56.0119571914292,613653
"2023-10-01","2023-10-07","ON","Ottawa Public Health","Completed primary series and 2+ booster doses",31.2970814412523,342883
"2023-10-08","2023-10-14","ON","Ottawa Public Health","At least one dose",83.9074458617621,919269
"2023-10-08","2023-10-14","ON","Ottawa Public Health","Completed primary series",81.0148095748808,887578
"2023-10-08","2023-10-14","ON","Ottawa Public Health","Completed primary series and 1 booster dose",56.0289345777332,613839
"2023-10-08","2023-10-14","ON","Ottawa Public Health","Completed primary series and 2+ booster doses",31.3367866188988,343318
"2023-10-15","2023-10-21","ON","Ottawa Public Health","At least one dose",83.9278004700728,919492
"2023-10-15","2023-10-21","ON","Ottawa Public Health","Completed primary series",81.0387239577391,887840
"2023-10-15","2023-10-21","ON","Ottawa Public Health","Completed primary series and 1 booster dose",56.0688223079205,614276
"2023-10-15","2023-10-21","ON","Ottawa Public Health","Completed primary series and 2+ booster doses",31.4466832485225,344522
"2023-10-22","2023-10-28","ON","Ottawa Public Health","At least one dose",83.9517148529311,919754
"2023-10-22","2023-10-28","ON","Ottawa Public Health","Completed primary series",81.0696666134222,888179
"2023-10-22","2023-10-28","ON","Ottawa Public Health","Completed primary series and 1 booster dose",56.1195719142916,614832
"2023-10-22","2023-10-28","ON","Ottawa Public Health","Completed primary series and 2+ booster doses",31.5914474134587,346108
"2023-10-29","2023-11-04","ON","Ottawa Public Health","At least one dose",83.9831138899665,920098
"2023-10-29","2023-11-04","ON","Ottawa Public Health","Completed primary series",81.1110147639368,888632
"2023-10-29","2023-11-04","ON","Ottawa Public Health","Completed primary series and 1 booster dose",56.1839216849599,615537
"2023-10-29","2023-11-04","ON","Ottawa Public Health","Completed primary series and 2+ booster doses",31.8133400269265,348539
"2020-12-13","2020-12-19","ON","Peel Public Health","At least one dose",0.00721421989427227,119
"2020-12-13","2020-12-19","ON","Peel Public Health","Completed primary series",6.06236965905233e-05,1
"2020-12-13","2020-12-19","ON","Peel Public Health","Completed primary series and 1 booster dose",0,0
"2020-12-13","2020-12-19","ON","Peel Public Health","Completed primary series and 2+ booster doses",0,0
"2020-12-20","2020-12-26","ON","Peel Public Health","At least one dose",0.0438915563315389,724
"2020-12-20","2020-12-26","ON","Peel Public Health","Completed primary series",6.06236965905233e-05,1
"2020-12-20","2020-12-26","ON","Peel Public Health","Completed primary series and 1 booster dose",0,0
"2020-12-20","2020-12-26","ON","Peel Public Health","Completed primary series and 2+ booster doses",0,0
"2020-12-27","2021-01-02","ON","Peel Public Health","At least one dose",0.162895872738736,2687
"2020-12-27","2021-01-02","ON","Peel Public Health","Completed primary series",0.000121247393181047,2
"2020-12-27","2021-01-02","ON","Peel Public Health","Completed primary series and 1 booster dose",0,0
"2020-12-27","2021-01-02","ON","Peel Public Health","Completed primary series and 2+ booster doses",0,0
"2021-01-03","2021-01-09","ON","Peel Public Health","At least one dose",0.682744071002473,11262
"2021-01-03","2021-01-09","ON","Peel Public Health","Completed primary series",0.00630486444541442,104
"2021-01-03","2021-01-09","ON","Peel Public Health","Completed primary series and 1 booster dose",0,0
"2021-01-03","2021-01-09","ON","Peel Public Health","Completed primary series and 2+ booster doses",0,0
"2021-01-10","2021-01-16","ON","Peel Public Health","At least one dose",1.19016441146515,19632
"2021-01-10","2021-01-16","ON","Peel Public Health","Completed primary series",0.0420728454338232,694
"2021-01-10","2021-01-16","ON","Peel Public Health","Completed primary series and 1 booster dose",0,0
"2021-01-10","2021-01-16","ON","Peel Public Health","Completed primary series and 2+ booster doses",0,0
"2021-01-17","2021-01-23","ON","Peel Public Health","At least one dose",1.30389446626898,21508
"2021-01-17","2021-01-23","ON","Peel Public Health","Completed primary series",0.149134293612687,2460
"2021-01-17","2021-01-23","ON","Peel Public Health","Completed primary series and 1 booster dose",0,0
"2021-01-17","2021-01-23","ON","Peel Public Health","Completed primary series and 2+ booster doses",0,0
"2021-01-24","2021-01-30","ON","Peel Public Health","At least one dose",1.32577962073815,21869
"2021-01-24","2021-01-30","ON","Peel Public Health","Completed primary series",0.445281051457394,7345
"2021-01-24","2021-01-30","ON","Peel Public Health","Completed primary series and 1 booster dose",0,0
"2021-01-24","2021-01-30","ON","Peel Public Health","Completed primary series and 2+ booster doses",0,0
"2021-01-31","2021-02-06","ON","Peel Public Health","At least one dose",1.34730103302779,22224
"2021-01-31","2021-02-06","ON","Peel Public Health","Completed primary series",0.576228236092924,9505
"2021-01-31","2021-02-06","ON","Peel Public Health","Completed primary series and 1 booster dose",0,0
"2021-01-31","2021-02-06","ON","Peel Public Health","Completed primary series and 2+ booster doses",0,0
"2021-02-07","2021-02-13","ON","Peel Public Health","At least one dose",1.3734904699549,22656
"2021-02-07","2021-02-13","ON","Peel Public Health","Completed primary series",0.880134827101217,14518
"2021-02-07","2021-02-13","ON","Peel Public Health","Completed primary series and 1 booster dose",0,0
"2021-02-07","2021-02-13","ON","Peel Public Health","Completed primary series and 2+ booster doses",0,0
"2021-02-14","2021-02-20","ON","Peel Public Health","At least one dose",1.49207042048596,24612
"2021-02-14","2021-02-20","ON","Peel Public Health","Completed primary series",1.19222561714923,19666
"2021-02-14","2021-02-20","ON","Peel Public Health","Completed primary series and 1 booster dose",0,0
"2021-02-14","2021-02-20","ON","Peel Public Health","Completed primary series and 2+ booster doses",0,0
"2021-02-21","2021-02-27","ON","Peel Public Health","At least one dose",1.82592511760997,30119
"2021-02-21","2021-02-27","ON","Peel Public Health","Completed primary series",1.2973471070372,21400
"2021-02-21","2021-02-27","ON","Peel Public Health","Completed primary series and 1 booster dose",6.06236965905233e-05,1
"2021-02-21","2021-02-27","ON","Peel Public Health","Completed primary series and 2+ booster doses",0,0
"2021-02-28","2021-03-06","ON","Peel Public Health","At least one dose",2.68987341772152,44370
"2021-02-28","2021-03-06","ON","Peel Public Health","Completed primary series",1.31983849847228,21771
"2021-02-28","2021-03-06","ON","Peel Public Health","Completed primary series and 1 booster dose",6.06236965905233e-05,1
"2021-02-28","2021-03-06","ON","Peel Public Health","Completed primary series and 2+ booster doses",0,0
"2021-03-07","2021-03-13","ON","Peel Public Health","At least one dose",3.78807168145885,62485
"2021-03-07","2021-03-13","ON","Peel Public Health","Completed primary series",1.34329986905282,22158
"2021-03-07","2021-03-13","ON","Peel Public Health","Completed primary series and 1 booster dose",6.06236965905233e-05,1
"2021-03-07","2021-03-13","ON","Peel Public Health","Completed primary series and 2+ booster doses",0,0
"2021-03-14","2021-03-20","ON","Peel Public Health","At least one dose",5.21212231437024,85975
"2021-03-14","2021-03-20","ON","Peel Public Health","Completed primary series",1.36476065764586,22512
"2021-03-14","2021-03-20","ON","Peel Public Health","Completed primary series and 1 booster dose",6.06236965905233e-05,1
"2021-03-14","2021-03-20","ON","Peel Public Health","Completed primary series and 2+ booster doses",0,0
"2021-03-21","2021-03-27","ON","Peel Public Health","At least one dose",7.51800523788739,124011
"2021-03-21","2021-03-27","ON","Peel Public Health","Completed primary series",1.40531791066492,23181
"2021-03-21","2021-03-27","ON","Peel Public Health","Completed primary series and 1 booster dose",6.06236965905233e-05,1
"2021-03-21","2021-03-27","ON","Peel Public Health","Completed primary series and 2+ booster doses",0,0
"2021-03-28","2021-04-03","ON","Peel Public Health","At least one dose",10.4164847955769,171822
"2021-03-28","2021-04-03","ON","Peel Public Health","Completed primary series",1.44763325088511,23879
"2021-03-28","2021-04-03","ON","Peel Public Health","Completed primary series and 1 booster dose",6.06236965905233e-05,1
"2021-03-28","2021-04-03","ON","Peel Public Health","Completed primary series and 2+ booster doses",0,0
"2021-04-04","2021-04-10","ON","Peel Public Health","At least one dose",14.7692662107765,243622
"2021-04-04","2021-04-10","ON","Peel Public Health","Completed primary series",1.52450409816189,25147
"2021-04-04","2021-04-10","ON","Peel Public Health","Completed primary series and 1 booster dose",6.06236965905233e-05,1
"2021-04-04","2021-04-10","ON","Peel Public Health","Completed primary series and 2+ booster doses",0,0
"2021-04-11","2021-04-17","ON","Peel Public Health","At least one dose",19.8736602163053,327820
"2021-04-11","2021-04-17","ON","Peel Public Health","Completed primary series",1.61477278238518,26636
"2021-04-11","2021-04-17","ON","Peel Public Health","Completed primary series and 1 booster dose",6.06236965905233e-05,1
"2021-04-11","2021-04-17","ON","Peel Public Health","Completed primary series and 2+ booster doses",0,0
"2021-04-18","2021-04-24","ON","Peel Public Health","At least one dose",25.1275522576265,414484
"2021-04-18","2021-04-24","ON","Peel Public Health","Completed primary series",1.71922741161065,28359
"2021-04-18","2021-04-24","ON","Peel Public Health","Completed primary series and 1 booster dose",0.00018187108977157,3
"2021-04-18","2021-04-24","ON","Peel Public Health","Completed primary series and 2+ booster doses",0,0
"2021-04-25","2021-05-01","ON","Peel Public Health","At least one dose",29.757929579514,490863
"2021-04-25","2021-05-01","ON","Peel Public Health","Completed primary series",1.82986565788836,30184
"2021-04-25","2021-05-01","ON","Peel Public Health","Completed primary series and 1 booster dose",0.00018187108977157,3
"2021-04-25","2021-05-01","ON","Peel Public Health","Completed primary series and 2+ booster doses",0,0
"2021-05-02","2021-05-08","ON","Peel Public Health","At least one dose",35.8667369901547,591629
"2021-05-02","2021-05-08","ON","Peel Public Health","Completed primary series",1.95723604442504,32285
"2021-05-02","2021-05-08","ON","Peel Public Health","Completed primary series and 1 booster dose",0.00018187108977157,3
"2021-05-02","2021-05-08","ON","Peel Public Health","Completed primary series and 2+ booster doses",0,0
"2021-05-09","2021-05-15","ON","Peel Public Health","At least one dose",43.5518211358456,718396
"2021-05-09","2021-05-15","ON","Peel Public Health","Completed primary series",2.15808235122945,35598
