"date_start","date_end","region","sub_region_1","dose_weekly_type","dose_weekly_value"
"2023-08-27","2023-09-02","ON",,"Dose 6",169
"2023-08-27","2023-09-02","ON",,"Dose 7",9
"2023-08-27","2023-09-02","ON",,"Dose 8",2
"2023-09-03","2023-09-09","ON",,"Dose 1",9
"2023-09-03","2023-09-09","ON",,"Dose 2",7
"2023-09-03","2023-09-09","ON",,"Dose 3",14
"2023-09-03","2023-09-09","ON",,"Dose 4",12
"2023-09-03","2023-09-09","ON",,"Dose 5",75
"2023-09-03","2023-09-09","ON",,"Dose 6",121
"2023-09-03","2023-09-09","ON",,"Dose 7",15
"2023-09-03","2023-09-09","ON",,"Dose 8",0
"2023-09-10","2023-09-16","ON",,"Dose 1",17
"2023-09-10","2023-09-16","ON",,"Dose 2",8
"2023-09-10","2023-09-16","ON",,"Dose 3",14
"2023-09-10","2023-09-16","ON",,"Dose 4",20
"2023-09-10","2023-09-16","ON",,"Dose 5",83
"2023-09-10","2023-09-16","ON",,"Dose 6",86
"2023-09-10","2023-09-16","ON",,"Dose 7",3
"2023-09-10","2023-09-16","ON",,"Dose 8",2
"2023-09-17","2023-09-23","ON",,"Dose 1",11
"2023-09-17","2023-09-23","ON",,"Dose 2",2
"2023-09-17","2023-09-23","ON",,"Dose 3",7
"2023-09-17","2023-09-23","ON",,"Dose 4",20
"2023-09-17","2023-09-23","ON",,"Dose 5",52
"2023-09-17","2023-09-23","ON",,"Dose 6",60
"2023-09-17","2023-09-23","ON",,"Dose 7",5
"2023-09-17","2023-09-23","ON",,"Dose 8",0
"2023-09-24","2023-09-30","ON",,"Dose 1",4
"2023-09-24","2023-09-30","ON",,"Dose 2",7
"2023-09-24","2023-09-30","ON",,"Dose 3",7
"2023-09-24","2023-09-30","ON",,"Dose 4",3
"2023-09-24","2023-09-30","ON",,"Dose 5",38
"2023-09-24","2023-09-30","ON",,"Dose 6",57
"2023-09-24","2023-09-30","ON",,"Dose 7",6
"2023-09-24","2023-09-30","ON",,"Dose 8",0
"2023-10-01","2023-10-07","ON",,"Dose 1",6
"2023-10-01","2023-10-07","ON",,"Dose 2",5
"2023-10-01","2023-10-07","ON",,"Dose 3",17
"2023-10-01","2023-10-07","ON",,"Dose 4",34
"2023-10-01","2023-10-07","ON",,"Dose 5",142
"2023-10-01","2023-10-07","ON",,"Dose 6",330
"2023-10-01","2023-10-07","ON",,"Dose 7",173
"2023-10-01","2023-10-07","ON",,"Dose 8",1
"2023-10-08","2023-10-14","ON",,"Dose 1",11
"2023-10-08","2023-10-14","ON",,"Dose 2",2
"2023-10-08","2023-10-14","ON",,"Dose 3",19
"2023-10-08","2023-10-14","ON",,"Dose 4",53
"2023-10-08","2023-10-14","ON",,"Dose 5",266
"2023-10-08","2023-10-14","ON",,"Dose 6",554
"2023-10-08","2023-10-14","ON",,"Dose 7",269
"2023-10-08","2023-10-14","ON",,"Dose 8",6
"2023-10-15","2023-10-21","ON",,"Dose 1",45
"2023-10-15","2023-10-21","ON",,"Dose 2",20
"2023-10-15","2023-10-21","ON",,"Dose 3",67
"2023-10-15","2023-10-21","ON",,"Dose 4",358
"2023-10-15","2023-10-21","ON",,"Dose 5",1557
"2023-10-15","2023-10-21","ON",,"Dose 6",3460
"2023-10-15","2023-10-21","ON",,"Dose 7",1433
"2023-10-15","2023-10-21","ON",,"Dose 8",18
"2023-10-22","2023-10-28","ON",,"Dose 1",47
"2023-10-22","2023-10-28","ON",,"Dose 2",24
"2023-10-22","2023-10-28","ON",,"Dose 3",86
"2023-10-22","2023-10-28","ON",,"Dose 4",560
"2023-10-22","2023-10-28","ON",,"Dose 5",2465
"2023-10-22","2023-10-28","ON",,"Dose 6",5193
"2023-10-22","2023-10-28","ON",,"Dose 7",1621
"2023-10-22","2023-10-28","ON",,"Dose 8",8
"2023-10-29","2023-11-04","ON",,"Dose 1",47
"2023-10-29","2023-11-04","ON",,"Dose 2",27
"2023-10-29","2023-11-04","ON",,"Dose 3",108
"2023-10-29","2023-11-04","ON",,"Dose 4",919
"2023-10-29","2023-11-04","ON",,"Dose 5",3811
"2023-10-29","2023-11-04","ON",,"Dose 6",5359
"2023-10-29","2023-11-04","ON",,"Dose 7",1498
"2023-10-29","2023-11-04","ON",,"Dose 8",9
"2020-12-13","2020-12-19","ON",,"Dose 1",0
"2020-12-13","2020-12-19","ON",,"Dose 2",0
"2020-12-13","2020-12-19","ON",,"Dose 3",0
"2020-12-13","2020-12-19","ON",,"Dose 4",0
"2020-12-13","2020-12-19","ON",,"Dose 5",0
"2020-12-13","2020-12-19","ON",,"Dose 6",0
"2020-12-13","2020-12-19","ON",,"Dose 7",0
"2020-12-13","2020-12-19","ON",,"Dose 8",0
"2020-12-20","2020-12-26","ON",,"Dose 1",0
"2020-12-20","2020-12-26","ON",,"Dose 2",0
"2020-12-20","2020-12-26","ON",,"Dose 3",0
"2020-12-20","2020-12-26","ON",,"Dose 4",0
"2020-12-20","2020-12-26","ON",,"Dose 5",0
"2020-12-20","2020-12-26","ON",,"Dose 6",0
"2020-12-20","2020-12-26","ON",,"Dose 7",0
"2020-12-20","2020-12-26","ON",,"Dose 8",0
"2020-12-27","2021-01-02","ON",,"Dose 1",1
"2020-12-27","2021-01-02","ON",,"Dose 2",0
"2020-12-27","2021-01-02","ON",,"Dose 3",0
"2020-12-27","2021-01-02","ON",,"Dose 4",0
"2020-12-27","2021-01-02","ON",,"Dose 5",0
"2020-12-27","2021-01-02","ON",,"Dose 6",0
"2020-12-27","2021-01-02","ON",,"Dose 7",0
"2020-12-27","2021-01-02","ON",,"Dose 8",0
"2021-01-03","2021-01-09","ON",,"Dose 1",0
"2021-01-03","2021-01-09","ON",,"Dose 2",0
"2021-01-03","2021-01-09","ON",,"Dose 3",0
"2021-01-03","2021-01-09","ON",,"Dose 4",0
"2021-01-03","2021-01-09","ON",,"Dose 5",0
"2021-01-03","2021-01-09","ON",,"Dose 6",0
"2021-01-03","2021-01-09","ON",,"Dose 7",0
"2021-01-03","2021-01-09","ON",,"Dose 8",0
"2021-01-10","2021-01-16","ON",,"Dose 1",1
"2021-01-10","2021-01-16","ON",,"Dose 2",0
"2021-01-10","2021-01-16","ON",,"Dose 3",0
"2021-01-10","2021-01-16","ON",,"Dose 4",0
"2021-01-10","2021-01-16","ON",,"Dose 5",0
"2021-01-10","2021-01-16","ON",,"Dose 6",0
"2021-01-10","2021-01-16","ON",,"Dose 7",0
"2021-01-10","2021-01-16","ON",,"Dose 8",0
"2021-01-17","2021-01-23","ON",,"Dose 1",0
"2021-01-17","2021-01-23","ON",,"Dose 2",0
"2021-01-17","2021-01-23","ON",,"Dose 3",0
"2021-01-17","2021-01-23","ON",,"Dose 4",0
"2021-01-17","2021-01-23","ON",,"Dose 5",0
"2021-01-17","2021-01-23","ON",,"Dose 6",0
"2021-01-17","2021-01-23","ON",,"Dose 7",0
"2021-01-17","2021-01-23","ON",,"Dose 8",0
"2021-01-24","2021-01-30","ON",,"Dose 1",530
"2021-01-24","2021-01-30","ON",,"Dose 2",0
"2021-01-24","2021-01-30","ON",,"Dose 3",0
"2021-01-24","2021-01-30","ON",,"Dose 4",0
"2021-01-24","2021-01-30","ON",,"Dose 5",0
"2021-01-24","2021-01-30","ON",,"Dose 6",0
"2021-01-24","2021-01-30","ON",,"Dose 7",0
"2021-01-24","2021-01-30","ON",,"Dose 8",0
"2021-01-31","2021-02-06","ON",,"Dose 1",11
"2021-01-31","2021-02-06","ON",,"Dose 2",0
"2021-01-31","2021-02-06","ON",,"Dose 3",0
"2021-01-31","2021-02-06","ON",,"Dose 4",0
"2021-01-31","2021-02-06","ON",,"Dose 5",0
"2021-01-31","2021-02-06","ON",,"Dose 6",0
"2021-01-31","2021-02-06","ON",,"Dose 7",0
"2021-01-31","2021-02-06","ON",,"Dose 8",0
"2021-02-07","2021-02-13","ON",,"Dose 1",569
"2021-02-07","2021-02-13","ON",,"Dose 2",0
"2021-02-07","2021-02-13","ON",,"Dose 3",0
"2021-02-07","2021-02-13","ON",,"Dose 4",0
"2021-02-07","2021-02-13","ON",,"Dose 5",0
"2021-02-07","2021-02-13","ON",,"Dose 6",0
"2021-02-07","2021-02-13","ON",,"Dose 7",0
"2021-02-07","2021-02-13","ON",,"Dose 8",0
"2021-02-14","2021-02-20","ON",,"Dose 1",0
"2021-02-14","2021-02-20","ON",,"Dose 2",0
"2021-02-14","2021-02-20","ON",,"Dose 3",0
"2021-02-14","2021-02-20","ON",,"Dose 4",0
"2021-02-14","2021-02-20","ON",,"Dose 5",0
"2021-02-14","2021-02-20","ON",,"Dose 6",0
"2021-02-14","2021-02-20","ON",,"Dose 7",0
"2021-02-14","2021-02-20","ON",,"Dose 8",0
"2021-02-21","2021-02-27","ON",,"Dose 1",795
"2021-02-21","2021-02-27","ON",,"Dose 2",208
"2021-02-21","2021-02-27","ON",,"Dose 3",0
"2021-02-21","2021-02-27","ON",,"Dose 4",0
"2021-02-21","2021-02-27","ON",,"Dose 5",0
"2021-02-21","2021-02-27","ON",,"Dose 6",0
"2021-02-21","2021-02-27","ON",,"Dose 7",0
"2021-02-21","2021-02-27","ON",,"Dose 8",0
"2021-02-28","2021-03-06","ON",,"Dose 1",2429
"2021-02-28","2021-03-06","ON",,"Dose 2",314
"2021-02-28","2021-03-06","ON",,"Dose 3",0
"2021-02-28","2021-03-06","ON",,"Dose 4",0
"2021-02-28","2021-03-06","ON",,"Dose 5",0
"2021-02-28","2021-03-06","ON",,"Dose 6",0
"2021-02-28","2021-03-06","ON",,"Dose 7",0
"2021-02-28","2021-03-06","ON",,"Dose 8",0
"2021-03-07","2021-03-13","ON",,"Dose 1",2430
"2021-03-07","2021-03-13","ON",,"Dose 2",550
"2021-03-07","2021-03-13","ON",,"Dose 3",0
"2021-03-07","2021-03-13","ON",,"Dose 4",0
"2021-03-07","2021-03-13","ON",,"Dose 5",0
"2021-03-07","2021-03-13","ON",,"Dose 6",0
"2021-03-07","2021-03-13","ON",,"Dose 7",0
"2021-03-07","2021-03-13","ON",,"Dose 8",0
"2021-03-14","2021-03-20","ON",,"Dose 1",1594
"2021-03-14","2021-03-20","ON",,"Dose 2",8
"2021-03-14","2021-03-20","ON",,"Dose 3",0
"2021-03-14","2021-03-20","ON",,"Dose 4",0
"2021-03-14","2021-03-20","ON",,"Dose 5",0
"2021-03-14","2021-03-20","ON",,"Dose 6",0
"2021-03-14","2021-03-20","ON",,"Dose 7",0
"2021-03-14","2021-03-20","ON",,"Dose 8",0
"2021-03-21","2021-03-27","ON",,"Dose 1",6484
"2021-03-21","2021-03-27","ON",,"Dose 2",229
"2021-03-21","2021-03-27","ON",,"Dose 3",0
"2021-03-21","2021-03-27","ON",,"Dose 4",0
"2021-03-21","2021-03-27","ON",,"Dose 5",0
"2021-03-21","2021-03-27","ON",,"Dose 6",0
"2021-03-21","2021-03-27","ON",,"Dose 7",0
"2021-03-21","2021-03-27","ON",,"Dose 8",0
"2021-03-28","2021-04-03","ON",,"Dose 1",5471
"2021-03-28","2021-04-03","ON",,"Dose 2",312
"2021-03-28","2021-04-03","ON",,"Dose 3",0
"2021-03-28","2021-04-03","ON",,"Dose 4",0
"2021-03-28","2021-04-03","ON",,"Dose 5",0
"2021-03-28","2021-04-03","ON",,"Dose 6",0
"2021-03-28","2021-04-03","ON",,"Dose 7",0
"2021-03-28","2021-04-03","ON",,"Dose 8",0
"2021-04-04","2021-04-10","ON",,"Dose 1",6890
"2021-04-04","2021-04-10","ON",,"Dose 2",271
"2021-04-04","2021-04-10","ON",,"Dose 3",0
"2021-04-04","2021-04-10","ON",,"Dose 4",0
"2021-04-04","2021-04-10","ON",,"Dose 5",0
"2021-04-04","2021-04-10","ON",,"Dose 6",0
"2021-04-04","2021-04-10","ON",,"Dose 7",0
"2021-04-04","2021-04-10","ON",,"Dose 8",0
"2021-04-11","2021-04-17","ON",,"Dose 1",5034
"2021-04-11","2021-04-17","ON",,"Dose 2",295
"2021-04-11","2021-04-17","ON",,"Dose 3",0
"2021-04-11","2021-04-17","ON",,"Dose 4",0
"2021-04-11","2021-04-17","ON",,"Dose 5",0
"2021-04-11","2021-04-17","ON",,"Dose 6",0
"2021-04-11","2021-04-17","ON",,"Dose 7",0
"2021-04-11","2021-04-17","ON",,"Dose 8",0
"2021-04-18","2021-04-24","ON",,"Dose 1",5225
"2021-04-18","2021-04-24","ON",,"Dose 2",571
"2021-04-18","2021-04-24","ON",,"Dose 3",0
"2021-04-18","2021-04-24","ON",,"Dose 4",0
"2021-04-18","2021-04-24","ON",,"Dose 5",0
"2021-04-18","2021-04-24","ON",,"Dose 6",0
"2021-04-18","2021-04-24","ON",,"Dose 7",0
"2021-04-18","2021-04-24","ON",,"Dose 8",0
"2021-04-25","2021-05-01","ON",,"Dose 1",8221
"2021-04-25","2021-05-01","ON",,"Dose 2",502
"2021-04-25","2021-05-01","ON",,"Dose 3",0
"2021-04-25","2021-05-01","ON",,"Dose 4",0
"2021-04-25","2021-05-01","ON",,"Dose 5",0
"2021-04-25","2021-05-01","ON",,"Dose 6",0
"2021-04-25","2021-05-01","ON",,"Dose 7",0
"2021-04-25","2021-05-01","ON",,"Dose 8",0
"2021-05-02","2021-05-08","ON",,"Dose 1",2910
"2021-05-02","2021-05-08","ON",,"Dose 2",208
"2021-05-02","2021-05-08","ON",,"Dose 3",0
"2021-05-02","2021-05-08","ON",,"Dose 4",0
"2021-05-02","2021-05-08","ON",,"Dose 5",0
"2021-05-02","2021-05-08","ON",,"Dose 6",0
"2021-05-02","2021-05-08","ON",,"Dose 7",0
"2021-05-02","2021-05-08","ON",,"Dose 8",0
"2021-05-09","2021-05-15","ON",,"Dose 1",7847
"2021-05-09","2021-05-15","ON",,"Dose 2",473
"2021-05-09","2021-05-15","ON",,"Dose 3",0
"2021-05-09","2021-05-15","ON",,"Dose 4",0
"2021-05-09","2021-05-15","ON",,"Dose 5",0
"2021-05-09","2021-05-15","ON",,"Dose 6",0
"2021-05-09","2021-05-15","ON",,"Dose 7",0
"2021-05-09","2021-05-15","ON",,"Dose 8",0
"2021-05-16","2021-05-22","ON",,"Dose 1",7370
"2021-05-16","2021-05-22","ON",,"Dose 2",796
"2021-05-16","2021-05-22","ON",,"Dose 3",0
"2021-05-16","2021-05-22","ON",,"Dose 4",0
"2021-05-16","2021-05-22","ON",,"Dose 5",0
"2021-05-16","2021-05-22","ON",,"Dose 6",0
"2021-05-16","2021-05-22","ON",,"Dose 7",0
"2021-05-16","2021-05-22","ON",,"Dose 8",0
"2021-05-23","2021-05-29","ON",,"Dose 1",5771
"2021-05-23","2021-05-29","ON",,"Dose 2",1475
"2021-05-23","2021-05-29","ON",,"Dose 3",0
"2021-05-23","2021-05-29","ON",,"Dose 4",0
"2021-05-23","2021-05-29","ON",,"Dose 5",0
"2021-05-23","2021-05-29","ON",,"Dose 6",0
"2021-05-23","2021-05-29","ON",,"Dose 7",0
"2021-05-23","2021-05-29","ON",,"Dose 8",0
"2021-05-30","2021-06-05","ON",,"Dose 1",6260
"2021-05-30","2021-06-05","ON",,"Dose 2",2097
"2021-05-30","2021-06-05","ON",,"Dose 3",0
"2021-05-30","2021-06-05","ON",,"Dose 4",0
"2021-05-30","2021-06-05","ON",,"Dose 5",0
"2021-05-30","2021-06-05","ON",,"Dose 6",0
"2021-05-30","2021-06-05","ON",,"Dose 7",0
"2021-05-30","2021-06-05","ON",,"Dose 8",0
"2021-06-06","2021-06-12","ON",,"Dose 1",2775
"2021-06-06","2021-06-12","ON",,"Dose 2",8010
"2021-06-06","2021-06-12","ON",,"Dose 3",0
"2021-06-06","2021-06-12","ON",,"Dose 4",0
"2021-06-06","2021-06-12","ON",,"Dose 5",0
"2021-06-06","2021-06-12","ON",,"Dose 6",0
"2021-06-06","2021-06-12","ON",,"Dose 7",0
"2021-06-06","2021-06-12","ON",,"Dose 8",0
"2021-06-13","2021-06-19","ON",,"Dose 1",2343
"2021-06-13","2021-06-19","ON",,"Dose 2",6338
"2021-06-13","2021-06-19","ON",,"Dose 3",0
"2021-06-13","2021-06-19","ON",,"Dose 4",0
"2021-06-13","2021-06-19","ON",,"Dose 5",0
"2021-06-13","2021-06-19","ON",,"Dose 6",0
"2021-06-13","2021-06-19","ON",,"Dose 7",0
"2021-06-13","2021-06-19","ON",,"Dose 8",0
"2021-06-20","2021-06-26","ON",,"Dose 1",1206
"2021-06-20","2021-06-26","ON",,"Dose 2",11948
"2021-06-20","2021-06-26","ON",,"Dose 3",0
"2021-06-20","2021-06-26","ON",,"Dose 4",0
"2021-06-20","2021-06-26","ON",,"Dose 5",0
"2021-06-20","2021-06-26","ON",,"Dose 6",0
"2021-06-20","2021-06-26","ON",,"Dose 7",0
"2021-06-20","2021-06-26","ON",,"Dose 8",0
"2021-06-27","2021-07-03","ON",,"Dose 1",1321
"2021-06-27","2021-07-03","ON",,"Dose 2",16404
"2021-06-27","2021-07-03","ON",,"Dose 3",5
"2021-06-27","2021-07-03","ON",,"Dose 4",0
"2021-06-27","2021-07-03","ON",,"Dose 5",0
"2021-06-27","2021-07-03","ON",,"Dose 6",0
"2021-06-27","2021-07-03","ON",,"Dose 7",0
"2021-06-27","2021-07-03","ON",,"Dose 8",0
"2021-07-04","2021-07-10","ON",,"Dose 1",1312
"2021-07-04","2021-07-10","ON",,"Dose 2",13111
"2021-07-04","2021-07-10","ON",,"Dose 3",0
"2021-07-04","2021-07-10","ON",,"Dose 4",0
"2021-07-04","2021-07-10","ON",,"Dose 5",0
"2021-07-04","2021-07-10","ON",,"Dose 6",0
"2021-07-04","2021-07-10","ON",,"Dose 7",0
"2021-07-04","2021-07-10","ON",,"Dose 8",0
"2021-07-11","2021-07-17","ON",,"Dose 1",1076
"2021-07-11","2021-07-17","ON",,"Dose 2",9281
"2021-07-11","2021-07-17","ON",,"Dose 3",0
"2021-07-11","2021-07-17","ON",,"Dose 4",0
"2021-07-11","2021-07-17","ON",,"Dose 5",0
"2021-07-11","2021-07-17","ON",,"Dose 6",0
"2021-07-11","2021-07-17","ON",,"Dose 7",0
"2021-07-11","2021-07-17","ON",,"Dose 8",0
"2021-07-18","2021-07-24","ON",,"Dose 1",966
"2021-07-18","2021-07-24","ON",,"Dose 2",5259
"2021-07-18","2021-07-24","ON",,"Dose 3",0
"2021-07-18","2021-07-24","ON",,"Dose 4",0
"2021-07-18","2021-07-24","ON",,"Dose 5",0
"2021-07-18","2021-07-24","ON",,"Dose 6",0
"2021-07-18","2021-07-24","ON",,"Dose 7",0
"2021-07-18","2021-07-24","ON",,"Dose 8",0
"2021-07-25","2021-07-31","ON",,"Dose 1",674
"2021-07-25","2021-07-31","ON",,"Dose 2",2455
"2021-07-25","2021-07-31","ON",,"Dose 3",1
"2021-07-25","2021-07-31","ON",,"Dose 4",0
"2021-07-25","2021-07-31","ON",,"Dose 5",0
"2021-07-25","2021-07-31","ON",,"Dose 6",0
"2021-07-25","2021-07-31","ON",,"Dose 7",0
"2021-07-25","2021-07-31","ON",,"Dose 8",0
"2021-08-01","2021-08-07","ON",,"Dose 1",373
"2021-08-01","2021-08-07","ON",,"Dose 2",958
"2021-08-01","2021-08-07","ON",,"Dose 3",0
"2021-08-01","2021-08-07","ON",,"Dose 4",0
"2021-08-01","2021-08-07","ON",,"Dose 5",0
"2021-08-01","2021-08-07","ON",,"Dose 6",0
"2021-08-01","2021-08-07","ON",,"Dose 7",0
"2021-08-01","2021-08-07","ON",,"Dose 8",0
"2021-08-08","2021-08-14","ON",,"Dose 1",653
"2021-08-08","2021-08-14","ON",,"Dose 2",2064
"2021-08-08","2021-08-14","ON",,"Dose 3",1
"2021-08-08","2021-08-14","ON",,"Dose 4",0
"2021-08-08","2021-08-14","ON",,"Dose 5",0
"2021-08-08","2021-08-14","ON",,"Dose 6",0
"2021-08-08","2021-08-14","ON",,"Dose 7",0
"2021-08-08","2021-08-14","ON",,"Dose 8",0
"2021-08-15","2021-08-21","ON",,"Dose 1",684
"2021-08-15","2021-08-21","ON",,"Dose 2",1490
"2021-08-15","2021-08-21","ON",,"Dose 3",1
"2021-08-15","2021-08-21","ON",,"Dose 4",0
"2021-08-15","2021-08-21","ON",,"Dose 5",0
"2021-08-15","2021-08-21","ON",,"Dose 6",0
"2021-08-15","2021-08-21","ON",,"Dose 7",0
"2021-08-15","2021-08-21","ON",,"Dose 8",0
"2021-08-22","2021-08-28","ON",,"Dose 1",737
"2021-08-22","2021-08-28","ON",,"Dose 2",1163
"2021-08-22","2021-08-28","ON",,"Dose 3",3
"2021-08-22","2021-08-28","ON",,"Dose 4",0
"2021-08-22","2021-08-28","ON",,"Dose 5",0
"2021-08-22","2021-08-28","ON",,"Dose 6",0
"2021-08-22","2021-08-28","ON",,"Dose 7",0
"2021-08-22","2021-08-28","ON",,"Dose 8",0
"2021-08-29","2021-09-04","ON",,"Dose 1",942
"2021-08-29","2021-09-04","ON",,"Dose 2",1189
"2021-08-29","2021-09-04","ON",,"Dose 3",10
"2021-08-29","2021-09-04","ON",,"Dose 4",0
"2021-08-29","2021-09-04","ON",,"Dose 5",0
"2021-08-29","2021-09-04","ON",,"Dose 6",0
"2021-08-29","2021-09-04","ON",,"Dose 7",0
"2021-08-29","2021-09-04","ON",,"Dose 8",0
"2021-09-05","2021-09-11","ON",,"Dose 1",704
"2021-09-05","2021-09-11","ON",,"Dose 2",778
"2021-09-05","2021-09-11","ON",,"Dose 3",502
"2021-09-05","2021-09-11","ON",,"Dose 4",0
"2021-09-05","2021-09-11","ON",,"Dose 5",0
"2021-09-05","2021-09-11","ON",,"Dose 6",0
"2021-09-05","2021-09-11","ON",,"Dose 7",0
"2021-09-05","2021-09-11","ON",,"Dose 8",0
"2021-09-12","2021-09-18","ON",,"Dose 1",880
"2021-09-12","2021-09-18","ON",,"Dose 2",1037
"2021-09-12","2021-09-18","ON",,"Dose 3",433
"2021-09-12","2021-09-18","ON",,"Dose 4",0
"2021-09-12","2021-09-18","ON",,"Dose 5",0
"2021-09-12","2021-09-18","ON",,"Dose 6",0
"2021-09-12","2021-09-18","ON",,"Dose 7",0
"2021-09-12","2021-09-18","ON",,"Dose 8",0
"2021-09-19","2021-09-25","ON",,"Dose 1",782
"2021-09-19","2021-09-25","ON",,"Dose 2",1339
"2021-09-19","2021-09-25","ON",,"Dose 3",74
"2021-09-19","2021-09-25","ON",,"Dose 4",0
"2021-09-19","2021-09-25","ON",,"Dose 5",0
"2021-09-19","2021-09-25","ON",,"Dose 6",0
"2021-09-19","2021-09-25","ON",,"Dose 7",0
"2021-09-19","2021-09-25","ON",,"Dose 8",0
"2021-09-26","2021-10-02","ON",,"Dose 1",506
"2021-09-26","2021-10-02","ON",,"Dose 2",898
"2021-09-26","2021-10-02","ON",,"Dose 3",58
"2021-09-26","2021-10-02","ON",,"Dose 4",0
"2021-09-26","2021-10-02","ON",,"Dose 5",0
"2021-09-26","2021-10-02","ON",,"Dose 6",0
"2021-09-26","2021-10-02","ON",,"Dose 7",0
"2021-09-26","2021-10-02","ON",,"Dose 8",0
"2021-10-03","2021-10-09","ON",,"Dose 1",599
"2021-10-03","2021-10-09","ON",,"Dose 2",1163
"2021-10-03","2021-10-09","ON",,"Dose 3",230
"2021-10-03","2021-10-09","ON",,"Dose 4",0
"2021-10-03","2021-10-09","ON",,"Dose 5",0
"2021-10-03","2021-10-09","ON",,"Dose 6",0
"2021-10-03","2021-10-09","ON",,"Dose 7",0
"2021-10-03","2021-10-09","ON",,"Dose 8",0
"2021-10-10","2021-10-16","ON",,"Dose 1",427
"2021-10-10","2021-10-16","ON",,"Dose 2",840
"2021-10-10","2021-10-16","ON",,"Dose 3",136
"2021-10-10","2021-10-16","ON",,"Dose 4",0
"2021-10-10","2021-10-16","ON",,"Dose 5",0
"2021-10-10","2021-10-16","ON",,"Dose 6",0
"2021-10-10","2021-10-16","ON",,"Dose 7",0
"2021-10-10","2021-10-16","ON",,"Dose 8",0
"2021-10-17","2021-10-23","ON",,"Dose 1",397
"2021-10-17","2021-10-23","ON",,"Dose 2",826
"2021-10-17","2021-10-23","ON",,"Dose 3",122
"2021-10-17","2021-10-23","ON",,"Dose 4",0
"2021-10-17","2021-10-23","ON",,"Dose 5",0
"2021-10-17","2021-10-23","ON",,"Dose 6",0
"2021-10-17","2021-10-23","ON",,"Dose 7",0
"2021-10-17","2021-10-23","ON",,"Dose 8",0
"2021-10-24","2021-10-30","ON",,"Dose 1",322
"2021-10-24","2021-10-30","ON",,"Dose 2",670
"2021-10-24","2021-10-30","ON",,"Dose 3",233
"2021-10-24","2021-10-30","ON",,"Dose 4",0
"2021-10-24","2021-10-30","ON",,"Dose 5",0
"2021-10-24","2021-10-30","ON",,"Dose 6",0
"2021-10-24","2021-10-30","ON",,"Dose 7",0
"2021-10-24","2021-10-30","ON",,"Dose 8",0
"2021-10-31","2021-11-06","ON",,"Dose 1",259
"2021-10-31","2021-11-06","ON",,"Dose 2",534
"2021-10-31","2021-11-06","ON",,"Dose 3",450
"2021-10-31","2021-11-06","ON",,"Dose 4",0
"2021-10-31","2021-11-06","ON",,"Dose 5",0
"2021-10-31","2021-11-06","ON",,"Dose 6",0
"2021-10-31","2021-11-06","ON",,"Dose 7",0
"2021-10-31","2021-11-06","ON",,"Dose 8",0
"2021-11-07","2021-11-13","ON",,"Dose 1",174
"2021-11-07","2021-11-13","ON",,"Dose 2",379
"2021-11-07","2021-11-13","ON",,"Dose 3",332
"2021-11-07","2021-11-13","ON",,"Dose 4",0
"2021-11-07","2021-11-13","ON",,"Dose 5",0
"2021-11-07","2021-11-13","ON",,"Dose 6",0
"2021-11-07","2021-11-13","ON",,"Dose 7",0
"2021-11-07","2021-11-13","ON",,"Dose 8",0
"2021-11-14","2021-11-20","ON",,"Dose 1",189
"2021-11-14","2021-11-20","ON",,"Dose 2",479
"2021-11-14","2021-11-20","ON",,"Dose 3",881
"2021-11-14","2021-11-20","ON",,"Dose 4",0
"2021-11-14","2021-11-20","ON",,"Dose 5",0
"2021-11-14","2021-11-20","ON",,"Dose 6",0
"2021-11-14","2021-11-20","ON",,"Dose 7",0
"2021-11-14","2021-11-20","ON",,"Dose 8",0
"2021-11-21","2021-11-27","ON",,"Dose 1",407
"2021-11-21","2021-11-27","ON",,"Dose 2",367
"2021-11-21","2021-11-27","ON",,"Dose 3",1315
"2021-11-21","2021-11-27","ON",,"Dose 4",0
"2021-11-21","2021-11-27","ON",,"Dose 5",0
"2021-11-21","2021-11-27","ON",,"Dose 6",0
"2021-11-21","2021-11-27","ON",,"Dose 7",0
"2021-11-21","2021-11-27","ON",,"Dose 8",0
"2021-11-28","2021-12-04","ON",,"Dose 1",965
"2021-11-28","2021-12-04","ON",,"Dose 2",277
"2021-11-28","2021-12-04","ON",,"Dose 3",1868
"2021-11-28","2021-12-04","ON",,"Dose 4",0
"2021-11-28","2021-12-04","ON",,"Dose 5",0
"2021-11-28","2021-12-04","ON",,"Dose 6",0
"2021-11-28","2021-12-04","ON",,"Dose 7",0
"2021-11-28","2021-12-04","ON",,"Dose 8",0
"2021-12-05","2021-12-11","ON",,"Dose 1",1057
"2021-12-05","2021-12-11","ON",,"Dose 2",210
"2021-12-05","2021-12-11","ON",,"Dose 3",3287
"2021-12-05","2021-12-11","ON",,"Dose 4",0
"2021-12-05","2021-12-11","ON",,"Dose 5",0
"2021-12-05","2021-12-11","ON",,"Dose 6",0
"2021-12-05","2021-12-11","ON",,"Dose 7",0
"2021-12-05","2021-12-11","ON",,"Dose 8",0
"2021-12-12","2021-12-18","ON",,"Dose 1",683
"2021-12-12","2021-12-18","ON",,"Dose 2",320
"2021-12-12","2021-12-18","ON",,"Dose 3",12065
"2021-12-12","2021-12-18","ON",,"Dose 4",0
"2021-12-12","2021-12-18","ON",,"Dose 5",0
